date,code,open,close,high,low,volume,amount,amplitude,price-limit,change-amount,turn
2023-05-09,600519,1715.0,1722.0,1739.98,1707.07,29378,5057346564.0,1.91,0.09,1.48,0.23
2023-05-10,600519,1715.19,1725.0,1736.0,1715.0,20773,3588550877.0,1.22,0.17,3.0,0.17
2023-05-11,600519,1731.0,1717.07,1735.0,1715.0,15246,2623835905.0,1.16,-0.46,-7.93,0.12
2023-05-12,600519,1715.0,1706.4,1729.88,1705.01,19460,3335038590.0,1.45,-0.62,-10.67,0.15
2023-05-15,600519,1702.0,1716.3,1717.0,1691.2,25740,4384647977.0,1.51,0.58,9.9,0.2
2023-05-16,600519,1713.99,1703.29,1719.99,1697.0,22224,3785811907.0,1.34,-0.76,-13.01,0.18
2023-05-17,600519,1708.0,1701.0,1713.0,1699.01,16777,2858697942.0,0.82,-0.13,-2.29,0.13
2023-05-18,600519,1704.99,1691.0,1705.4,1690.0,19219,3260170684.0,0.91,-0.59,-10.0,0.15
2023-05-19,600519,1671.0,1699.5,1704.33,1655.55,26741,4504022549.0,2.88,0.5,8.5,0.21
2023-05-22,600519,1690.01,1746.0,1752.0,1690.0,41284,7165754129.0,3.65,2.74,46.5,0.33
2023-05-23,600519,1753.99,1724.55,1754.0,1724.55,16894,2934118394.0,1.69,-1.23,-21.45,0.13
2023-05-24,600519,1732.33,1710.9,1733.55,1710.11,18479,3182416491.0,1.36,-0.79,-13.65,0.15
2023-05-25,600519,1705.99,1701.0,1710.0,1690.0,22466,3814504093.0,1.17,-0.58,-9.9,0.18
2023-05-26,600519,1702.0,1690.56,1705.0,1675.01,18291,3090691546.0,1.76,-0.61,-10.44,0.15
2023-05-29,600519,1697.0,1689.0,1698.35,1678.0,17771,2998147159.0,1.2,-0.09,-1.56,0.14
2023-05-30,600519,1689.0,1668.29,1698.89,1658.56,26453,4424706688.0,2.39,-1.23,-20.71,0.21
2023-05-31,600519,1661.01,1628.9,1665.72,1626.67,36957,6053737281.0,2.34,-2.36,-39.39,0.29
2023-06-01,600519,1618.0,1635.92,1674.99,1618.0,28645,4708722933.0,3.5,0.43,7.02,0.23
2023-06-02,600519,1645.0,1670.6,1673.15,1636.11,25058,4163116244.0,2.26,2.12,34.68,0.2
2023-06-05,600519,1666.16,1665.0,1682.88,1663.0,16201,2704294313.0,1.19,-0.34,-5.6,0.13
2023-06-06,600519,1670.0,1666.99,1684.0,1651.55,19914,3326778183.0,1.95,0.12,1.99,0.16
2023-06-07,600519,1672.99,1650.9,1678.8,1650.0,17890,2971782064.0,1.73,-0.97,-16.09,0.14
2023-06-08,600519,1655.83,1668.0,1675.0,1650.01,14703,2441569677.0,1.51,1.04,17.1,0.12
2023-06-09,600519,1671.99,1666.0,1677.97,1666.0,17580,2938014322.0,0.72,-0.12,-2.0,0.14
2023-06-12,600519,1666.02,1696.0,1708.0,1661.52,27029,4562308599.0,2.79,1.8,30.0,0.22
2023-06-13,600519,1693.88,1699.0,1704.61,1685.0,14663,2485398902.0,1.16,0.18,3.0,0.12
2023-06-14,600519,1719.0,1726.88,1734.24,1706.21,31506,5438040356.0,1.65,1.64,27.88,0.25
2023-06-15,600519,1730.34,1755.0,1755.65,1723.0,25223,4395900802.0,1.89,1.63,28.12,0.2
2023-06-16,600519,1757.0,1797.69,1800.0,1750.1,37918,6742301361.0,2.84,2.43,42.69,0.3
2023-06-19,600519,1790.0,1744.0,1797.95,1738.0,31700,5584248725.0,3.33,-2.99,-53.69,0.25
2023-06-20,600519,1740.0,1743.46,1765.0,1735.0,20947,3659824529.0,1.72,-0.03,-0.54,0.17
2023-06-21,600519,1740.0,1735.83,1756.6,1735.0,17721,3088635934.0,1.24,-0.44,-7.63,0.14
2023-06-26,600519,1720.11,1709.0,1730.0,1695.0,23993,4098619510.0,2.02,-1.55,-26.83,0.19
2023-06-27,600519,1709.99,1711.05,1719.7,1700.09,15174,2598138744.0,1.15,0.12,2.05,0.12
2023-06-28,600519,1713.18,1728.38,1734.0,1711.0,18574,3199294221.0,1.34,1.01,17.33,0.15
2023-06-29,600519,1731.0,1713.71,1734.99,1713.01,14231,2446524134.0,1.27,-0.85,-14.67,0.11
2023-06-30,600519,1700.0,1691.0,1708.99,1686.48,20459,3472586730.0,1.31,-1.33,-22.71,0.16
2023-07-03,600519,1699.0,1724.1,1725.28,1692.0,19139,3286737792.0,1.97,1.96,33.1,0.15
2023-07-04,600519,1724.2,1730.6,1734.44,1718.08,12472,2155553635.0,0.95,0.38,6.5,0.1
2023-07-05,600519,1730.0,1715.38,1731.97,1700.0,14745,2523960725.0,1.85,-0.88,-15.22,0.12
2023-07-06,600519,1709.16,1702.98,1733.0,1700.0,15141,2589459002.0,1.92,-0.72,-12.4,0.12
2023-07-07,600519,1701.0,1690.03,1708.99,1690.0,15167,2571458553.0,1.12,-0.76,-12.95,0.12
2023-07-10,600519,1705.0,1700.9,1714.96,1700.0,13477,2298241728.0,0.89,0.64,10.87,0.11
2023-07-11,600519,1710.0,1710.0,1715.17,1702.1,12583,2151079270.0,0.77,0.54,9.1,0.1
2023-07-12,600519,1713.04,1713.8,1723.0,1711.33,13285,2280785351.0,0.68,0.22,3.8,0.11
2023-07-13,600519,1721.99,1738.4,1745.41,1719.01,25807,4479772500.0,1.54,1.44,24.6,0.21
2023-07-14,600519,1756.0,1753.0,1758.5,1741.2,18550,3245530255.0,1.0,0.84,14.6,0.15
2023-07-17,600519,1751.0,1729.97,1751.0,1726.6,14336,2482069846.0,1.39,-1.31,-23.03,0.11
2023-07-18,600519,1733.58,1722.8,1734.51,1721.0,14738,2544005063.0,0.78,-0.41,-7.17,0.12
2023-07-19,600519,1715.01,1723.0,1728.0,1713.8,12483,2147704435.0,0.82,0.01,0.2,0.1
2023-07-20,600519,1727.99,1724.0,1748.98,1722.0,16693,2897176490.0,1.57,0.06,1.0,0.13
2023-07-21,600519,1731.88,1771.3,1772.5,1726.0,39377,6931535726.0,2.7,2.74,47.3,0.31
2023-07-24,600519,1750.52,1771.15,1771.15,1750.52,19713,3476648177.0,1.16,-0.01,-0.15,0.16
2023-07-25,600519,1800.0,1828.55,1828.88,1799.99,43086,7837450019.0,1.63,3.24,57.4,0.34
2023-07-26,600519,1828.55,1828.55,1835.99,1815.08,19611,3580171484.0,1.14,0.0,0.0,0.16
2023-07-27,600519,1836.0,1838.03,1854.79,1828.7,20340,3749635290.0,1.43,0.52,9.48,0.16
2023-07-28,600519,1832.0,1897.0,1900.0,1828.01,39018,7330314112.0,3.92,3.21,58.97,0.31
2023-07-31,600519,1908.0,1880.58,1935.0,1874.0,45379,8615279839.0,3.22,-0.87,-16.42,0.36
2023-08-01,600519,1878.01,1889.0,1906.95,1877.89,19231,3635857283.0,1.55,0.45,8.42,0.15
2023-08-02,600519,1883.4,1880.0,1890.0,1866.8,18509,3478674239.0,1.23,-0.48,-9.0,0.15
2023-08-03,600519,1870.0,1878.47,1890.0,1850.5,21543,4031087705.0,2.1,-0.08,-1.53,0.17
2023-08-04,600519,1887.82,1893.47,1906.52,1882.0,24574,4655813751.0,1.31,0.8,15.0,0.2
2023-08-07,600519,1880.95,1887.93,1898.0,1871.03,23892,4491893140.0,1.42,-0.29,-5.54,0.19
2023-08-08,600519,1880.03,1890.0,1893.71,1864.08,17736,3333559505.0,1.57,0.11,2.07,0.14
2023-08-09,600519,1890.0,1890.28,1905.0,1882.96,18523,3506306394.0,1.17,0.01,0.28,0.15
2023-08-10,600519,1882.0,1875.0,1889.0,1862.3,18436,3454219140.0,1.41,-0.81,-15.28,0.15
2023-08-11,600519,1885.0,1834.0,1885.4,1833.88,26786,4959166751.0,2.75,-2.19,-41.0,0.21
2023-08-14,600519,1810.0,1803.0,1824.98,1796.0,23731,4285362053.0,1.58,-1.69,-31.0,0.19
2023-08-15,600519,1809.0,1812.98,1818.0,1801.01,14818,2682125119.0,0.94,0.55,9.98,0.12
2023-08-16,600519,1807.58,1820.0,1823.35,1806.0,13184,2396261791.0,0.96,0.39,7.02,0.1
2023-08-17,600519,1806.08,1828.05,1834.0,1801.55,17290,3141408018.0,1.78,0.44,8.05,0.14
2023-08-18,600519,1831.99,1802.59,1834.99,1802.59,17023,3084761577.0,1.77,-1.39,-25.46,0.14
2023-08-21,600519,1793.0,1791.0,1813.99,1790.07,18912,3405415645.0,1.33,-0.64,-11.59,0.15
2023-08-22,600519,1800.99,1788.0,1802.56,1771.02,26650,4763131152.0,1.76,-0.17,-3.0,0.21
2023-08-23,600519,1797.0,1774.0,1800.0,1770.08,19912,3556178584.0,1.67,-0.78,-14.0,0.16
2023-08-24,600519,1779.62,1816.3,1828.0,1775.0,26055,4703417600.0,2.99,2.38,42.3,0.21
2023-08-25,600519,1808.79,1824.98,1837.77,1806.01,18831,3433296756.0,1.75,0.48,8.68,0.15
2023-08-28,600519,1898.58,1834.97,1898.58,1831.88,41052,7633221012.0,3.65,0.55,9.99,0.33
2023-08-29,600519,1828.0,1851.33,1869.08,1828.0,28950,5371260173.0,2.24,0.89,16.36,0.23
2023-08-30,600519,1867.9,1856.0,1868.0,1843.66,19812,3672570260.0,1.31,0.25,4.67,0.16
2023-08-31,600519,1860.0,1847.0,1860.0,1841.01,14820,2738445519.0,1.02,-0.48,-9.0,0.12
2023-09-01,600519,1852.83,1851.05,1865.47,1846.03,13145,2438622738.0,1.05,0.22,4.05,0.1
2023-09-04,600519,1862.6,1866.0,1879.94,1853.53,23871,4453823216.0,1.43,0.81,14.95,0.19
2023-09-05,600519,1868.0,1858.7,1868.0,1856.8,15659,2915625961.0,0.6,-0.39,-7.3,0.12
2023-09-06,600519,1858.0,1861.0,1866.66,1849.01,11121,2067605990.0,0.95,0.12,2.3,0.09
2023-09-07,600519,1852.6,1838.0,1856.89,1831.19,16982,3128587116.0,1.38,-1.24,-23.0,0.14
2023-09-08,600519,1834.94,1818.5,1834.94,1814.95,12212,2224338144.0,1.09,-1.06,-19.5,0.1
2023-09-11,600519,1808.0,1822.17,1840.0,1808.0,15926,2902617736.0,1.76,0.2,3.67,0.13
2023-09-12,600519,1826.6,1819.96,1826.98,1816.02,12168,2214514112.0,0.6,-0.12,-2.21,0.1
2023-09-13,600519,1829.92,1819.91,1829.92,1800.05,19501,3540583633.0,1.64,0.0,-0.05,0.16
2023-09-14,600519,1822.53,1818.69,1826.98,1806.0,17505,3180447848.0,1.15,-0.07,-1.22,0.14
2023-09-15,600519,1819.0,1781.99,1819.78,1781.3,28431,5105749077.0,2.12,-2.02,-36.7,0.23
2023-09-18,600519,1776.31,1829.2,1829.5,1773.0,32559,5905121000.0,3.17,2.65,47.21,0.26
2023-09-19,600519,1822.2,1826.94,1829.0,1808.0,14990,2727858953.0,1.15,-0.12,-2.26,0.12
2023-09-20,600519,1822.0,1824.0,1830.0,1818.05,12502,2281583949.0,0.65,-0.16,-2.94,0.1
2023-09-21,600519,1818.01,1798.39,1822.0,1798.39,19489,3521486755.0,1.29,-1.4,-25.61,0.16
2023-09-22,600519,1805.63,1849.0,1849.96,1792.41,34390,6287832575.0,3.2,2.81,50.61,0.27
2023-09-25,600519,1847.5,1832.38,1848.0,1826.59,13979,2565773541.0,1.16,-0.9,-16.62,0.11
2023-09-26,600519,1828.0,1816.0,1834.88,1813.1,15762,2870852363.0,1.19,-0.89,-16.38,0.13
2023-09-27,600519,1815.0,1814.0,1833.5,1802.8,20880,3791876119.0,1.69,-0.11,-2.0,0.17
2023-09-28,600519,1824.98,1798.55,1824.98,1797.8,20538,3704812960.0,1.5,-0.85,-15.45,0.16
2023-10-09,600519,1796.94,1777.0,1796.94,1764.9,29763,5279950406.0,1.78,-1.2,-21.55,0.24
2023-10-10,600519,1782.89,1770.0,1798.98,1768.0,20284,3615557182.0,1.74,-0.39,-7.0,0.16
2023-10-11,600519,1784.65,1778.5,1784.65,1768.0,21945,3896568648.0,0.94,0.48,8.5,0.17
2023-10-12,600519,1797.9,1786.0,1798.23,1777.2,14865,2657095942.0,1.18,0.42,7.5,0.12
2023-10-13,600519,1770.88,1751.0,1778.01,1738.19,25028,4387687934.0,2.23,-1.96,-35.0,0.2
2023-10-16,600519,1750.98,1729.9,1756.0,1722.45,20790,3603604610.0,1.92,-1.21,-21.1,0.17
2023-10-17,600519,1739.0,1726.0,1739.44,1716.0,14945,2577312288.0,1.35,-0.23,-3.9,0.12
2023-10-18,600519,1718.8,1728.0,1742.0,1717.18,20318,3511987514.0,1.44,0.12,2.0,0.16
2023-10-19,600519,1700.0,1630.0,1700.03,1626.03,73492,12146921769.0,4.28,-5.67,-98.0,0.59
2023-10-20,600519,1630.0,1645.0,1655.0,1616.25,45376,7421390806.0,2.38,0.92,15.0,0.36
2023-10-23,600519,1629.97,1643.98,1660.0,1621.6,25234,4138279588.0,2.33,-0.06,-1.02,0.2
2023-10-24,600519,1648.0,1642.95,1653.36,1621.21,29861,4894807617.0,1.96,-0.06,-1.03,0.24
2023-10-25,600519,1670.11,1677.5,1698.0,1667.02,36179,6075417064.0,1.89,2.1,34.55,0.29
2023-10-26,600519,1667.0,1672.23,1688.0,1662.01,22386,3741418874.0,1.55,-0.31,-5.27,0.18
2023-10-27,600519,1664.0,1676.71,1691.88,1660.6,34262,5754795486.0,1.87,0.27,4.48,0.27
2023-10-30,600519,1669.0,1681.0,1688.88,1669.0,24086,4050573178.0,1.19,0.26,4.29,0.19
2023-10-31,600519,1680.0,1684.58,1690.0,1667.85,19859,3335804699.0,1.32,0.21,3.58,0.16
2023-11-01,600519,1850.0,1780.99,1850.0,1773.79,93143,16747292689.0,4.52,5.72,96.41,0.74
2023-11-02,600519,1795.0,1779.5,1795.0,1776.06,27908,4982090753.0,1.06,-0.08,-1.49,0.22
2023-11-03,600519,1780.0,1811.24,1814.89,1774.0,30176,5433116881.0,2.3,1.78,31.74,0.24
2023-11-06,600519,1820.0,1812.0,1823.79,1801.12,25524,4624102375.0,1.25,0.04,0.76,0.2
2023-11-07,600519,1805.0,1791.17,1810.0,1784.08,19582,3511590028.0,1.43,-1.15,-20.83,0.16
2023-11-08,600519,1784.05,1798.34,1803.8,1782.87,14546,2610041959.0,1.17,0.4,7.17,0.12
2023-11-09,600519,1790.11,1794.11,1799.0,1783.0,12800,2291996819.0,0.89,-0.24,-4.23,0.1
2023-11-10,600519,1780.55,1775.84,1788.0,1773.1,16466,2928380668.0,0.83,-1.02,-18.27,0.13
2023-11-13,600519,1772.28,1764.0,1784.88,1756.98,18370,3244573621.0,1.57,-0.67,-11.84,0.15
2023-11-14,600519,1764.0,1765.27,1774.99,1760.01,12817,2263963957.0,0.85,0.07,1.27,0.1
2023-11-15,600519,1779.0,1772.93,1782.89,1767.0,18435,3271230275.0,0.9,0.43,7.66,0.15
2023-11-16,600519,1774.0,1760.05,1776.0,1760.05,12558,2215937273.0,0.9,-0.73,-12.88,0.1
2023-11-17,600519,1752.0,1753.42,1759.0,1737.9,21714,3793781119.0,1.2,-0.38,-6.63,0.17
2023-11-20,600519,1755.0,1762.5,1769.5,1736.66,18608,3265514010.0,1.87,0.52,9.08,0.15
2023-11-21,600519,1783.42,1790.0,1798.0,1770.1,30098,5383107810.0,1.58,1.56,27.5,0.24
2023-11-22,600519,1783.3,1781.51,1794.35,1780.54,12665,2263460167.0,0.77,-0.47,-8.49,0.1
2023-11-23,600519,1778.3,1786.0,1788.0,1771.0,11550,2055272193.0,0.95,0.25,4.49,0.09
2023-11-24,600519,1789.0,1777.0,1789.0,1775.0,13085,2329345658.0,0.78,-0.5,-9.0,0.1
2023-11-27,600519,1773.3,1763.0,1773.3,1755.0,16261,2865075217.0,1.03,-0.79,-14.0,0.13
2023-11-28,600519,1761.0,1769.04,1773.88,1758.0,14520,2562905659.0,0.9,0.34,6.04,0.12
2023-11-29,600519,1768.0,1774.71,1776.0,1758.0,17149,3034175614.0,1.02,0.32,5.67,0.14
2023-11-30,600519,1776.72,1791.5,1794.76,1771.08,21353,3817513545.0,1.33,0.95,16.79,0.17
2023-12-01,600519,1789.31,1760.28,1789.7,1748.0,33051,5830850111.0,2.33,-1.74,-31.22,0.26
2023-12-04,600519,1760.28,1750.71,1761.83,1745.28,18440,3233102118.0,0.94,-0.54,-9.57,0.15
2023-12-05,600519,1748.78,1709.0,1748.88,1708.02,29903,5168983317.0,2.33,-2.38,-41.71,0.24
2023-12-06,600519,1702.63,1703.0,1719.47,1701.13,23851,4078003022.0,1.07,-0.35,-6.0,0.19
2023-12-07,600519,1704.0,1700.0,1709.08,1687.3,25042,4249170906.0,1.28,-0.18,-3.0,0.2
2023-12-08,600519,1700.0,1704.92,1708.84,1692.22,26288,4474160126.0,0.98,0.29,4.92,0.21
2023-12-11,600519,1690.0,1698.0,1704.0,1657.0,36831,6172810248.0,2.76,-0.41,-6.92,0.29
2023-12-12,600519,1687.6,1709.99,1709.99,1684.0,21011,3564305866.0,1.53,0.71,11.99,0.17
2023-12-13,600519,1705.22,1660.0,1705.72,1657.08,38789,6480807500.0,2.84,-2.92,-49.99,0.31
2023-12-14,600519,1665.96,1635.9,1669.87,1635.02,40672,6703240107.0,2.1,-1.45,-24.1,0.32
2023-12-15,600519,1648.23,1645.0,1677.77,1644.01,37093,6140791726.0,2.06,0.56,9.1,0.3
2023-12-18,600519,1640.0,1662.0,1663.33,1635.0,19897,3292194757.0,1.72,1.03,17.0,0.16
2023-12-19,600519,1665.0,1675.0,1679.87,1645.09,22207,3706057587.0,2.09,0.78,13.0,0.18
2023-12-20,600519,1658.0,1649.79,1660.0,1643.0,23092,3816133219.0,1.01,-1.51,-25.21,0.18
2023-12-21,600519,1640.01,1670.0,1672.32,1640.01,29012,4827827888.0,1.96,1.23,20.21,0.23
2023-12-22,600519,1669.7,1670.65,1679.1,1658.01,21667,3613238325.0,1.26,0.04,0.65,0.17
2023-12-25,600519,1671.0,1672.0,1678.6,1668.0,12471,2086014390.0,0.63,0.08,1.35,0.1
2023-12-26,600519,1672.5,1670.0,1674.9,1657.5,14771,2457177339.0,1.04,-0.12,-2.0,0.12
2023-12-27,600519,1668.0,1667.06,1677.15,1661.0,16056,2679221365.0,0.97,-0.18,-2.94,0.13
2023-12-28,600519,1670.99,1724.99,1727.99,1667.06,38338,6537401380.0,3.65,3.47,57.93,0.31
2023-12-29,600519,1720.0,1726.0,1749.58,1720.0,27539,4768857531.0,1.71,0.06,1.01,0.22
